Timestamp,Solar_Power_kW,Wind_Power_kW,Grid_Power_kW,Battery_SoC_%,SC_Charge_kW,Hydrogen_Production_kg/h,Load_Demand_kW,Power_Supplied_kW,Power_Loss_kW,Optimization_Level
2024-04-01 00:00:00,18.727005942368123,7.405317153544786,8.92558525603859,73.81623953671183,5.719958782835928,1.9681776013872105,62.4128477038911,62.21885043024667,0.19399727364443464,High Efficiency
2024-04-01 01:00:00,47.53571532049581,21.676037895134325,8.704681986079997,83.73451177530978,8.054323292999863,2.367178296875107,38.619318105258316,37.68545546410267,0.933862641155649,High Efficiency
2024-04-01 02:00:00,36.59969709057025,34.91783343505633,18.59381870781555,40.03743190339992,7.60160929790159,4.272736966010902,73.61972816774075,69.46349914229103,4.1562290254497185,Moderate Efficiency
2024-04-01 03:00:00,29.93292420985183,29.288995456382448,8.743192997742591,69.98992796855991,1.5389990469377368,1.7000219302994606,60.65581195346208,56.821970171770396,3.8338417816916817,Moderate Efficiency
2024-04-01 04:00:00,7.800932022121826,32.26244591445799,9.079245891929464,65.7396786514999,1.492494697414739,4.3482484240608565,37.86019417784771,36.10698072056198,1.7532134572857316,High Efficiency
2024-04-01 05:00:00,7.799726016810133,26.351334668428695,16.390973936269454,86.62643014306168,2.6817436774491332,0.44067215488345746,78.11690287406034,76.23284973518928,1.8840531388710673,High Efficiency
2024-04-01 06:00:00,2.9041806084099733,27.6910625807141,11.746097636758101,92.48696483850084,3.610747263410372,3.8839921860431534,55.91827316676603,53.25050099899813,2.6677721677679003,Moderate Efficiency
2024-04-01 07:00:00,43.308807288746756,33.96782606261277,16.650658354327717,20.972541718190946,4.084555814084826,4.237738165273682,33.64492259358275,33.64371757015707,0.0012050234256761883,High Efficiency
2024-04-01 08:00:00,30.05575058716044,9.986720354367439,5.980492363465778,73.92159352470341,6.796972168333452,0.9090882641866938,61.341645220753364,60.135423540563224,1.20622168019014,High Efficiency
2024-04-01 09:00:00,35.40362888980228,19.57699854572562,12.313567905100765,24.146863929578323,0.566804321658354,2.1517326618610024,42.65994535064051,41.61878630759944,1.0411590430410698,High Efficiency
2024-04-01 10:00:00,1.0292247147901223,8.848377672784089,5.50420400274924,63.908693206188474,0.34672704226066386,0.8274988733182781,70.18467259386512,68.9322578601163,1.2524147337488216,High Efficiency
2024-04-01 11:00:00,48.49549260809972,39.50672031986588,5.9397980518303175,43.010618323494256,3.9191056294390902,3.5330206449710886,70.89110367830953,66.86157446564232,4.029529212667214,Moderate Efficiency
2024-04-01 12:00:00,41.622132040021086,37.76237358746453,18.596561800166164,44.5421279617713,6.971636921379805,2.6767388403082837,78.94736779273309,77.54899851000087,1.3983692827322187,High Efficiency
2024-04-01 13:00:00,10.616955533913808,1.577072454740236,7.088680566763927,48.23668027618852,1.9343534295648257,3.1766167335416053,55.09347655122519,54.135869940974445,0.9576066102507426,High Efficiency
2024-04-01 14:00:00,9.091248360355031,28.22300690062754,12.986310234128258,69.70339592396881,6.415044812562517,0.9824348347810558,52.747843986386854,50.2265266824217,2.521317303965155,Moderate Efficiency
